,name,sector,sector_code,ticker
1281117,Corts Trust FOR Weyerhaeuser Debentures,Finance and Insurance,52.0,
1281198,"Wisdom Homes OF America, Inc.",Retail Trade,44.0,TORA
1281319,Lehman ABS Corp Gold Sachs CAP I SEC BCK SER 2004-4 Class A1,Finance and Insurance,52.0,
1281761,Regions Financial Corp,Finance and Insurance,52.0,RF
1281774,Town Sports International Holdings Inc,"Arts, Entertainment, and Recreation",71.0,CLUB
1281845,Innocap Inc,"Professional, Scientific, and Technical Services",54.0,
1281895,Inotek Pharmaceuticals Corp,Manufacturing,32.0,
1281922,Triangle Petroleum Corp,"Mining, Quarrying, and Oil and Gas Extraction",21.0,TPLM
1281938,Cabco Series 2004-1 Trust (Goldman Sachs Capital I),Finance and Insurance,52.0,
1281960,Structured Products Corp COR Trust FOR Gold Sachs Capital I,Finance and Insurance,52.0,
1282224,Dolphin Digital Media Inc,Other Services (except Public Administration),81.0,DPDM
1282266,"Windstream Holdings, Inc.",Information,51.0,VCG
1282398,WCA Waste Corp,Administrative and Support and Waste Management and Remediation Services,56.0,WCAA
1282400,Mewbourne Energy Partners 04-A LP,"Mining, Quarrying, and Oil and Gas Extraction",21.0,
1282543,Affirmative Insurance Holdings Inc,Finance and Insurance,52.0,AFFM
1282571,Greenlite Ventures Inc,"Mining, Quarrying, and Oil and Gas Extraction",21.0,GLTV
1282607,Colony Resorts LVH Acquisitions LLC,Accommodation and Food Services,72.0,
1282613,American Eagle Energy Corp,"Mining, Quarrying, and Oil and Gas Extraction",21.0,AMZG
1282616,Structured Products Corptiers Princ Prot Certs TR SER PXT,Finance and Insurance,52.0,
1282631,Netlist Inc,Manufacturing,33.0,NLST
1282637,Newmarket Corp,Manufacturing,32.0,NEU
1282648,Halcon Resources Corp,"Mining, Quarrying, and Oil and Gas Extraction",21.0,HK
1282663,World Financial Network Credit Card Master Note Trust,Finance and Insurance,52.0,
1282723,Mewbourne Energy Partners 05-A LP,"Mining, Quarrying, and Oil and Gas Extraction",21.0,
1282730,MS Structured Saturns Series 2004-4,Finance and Insurance,52.0,
1282977,Greenhill & CO Inc,Finance and Insurance,52.0,GHL
1283140,Holly Energy Partners LP,Transportation and Warehousing,48.0,HEP
1283236,WLG Inc,"Professional, Scientific, and Technical Services",54.0,
1283316,Structured Products Corp Tiers Corp Bond Back Cert TR 1997-4,Finance and Insurance,52.0,
1283318,Structured Products Corp Corts TR FOR Brystol Myers SQU Debe,Finance and Insurance,52.0,
1283332,Structured Products Corp Corts FOR Provident Financing TR I,Finance and Insurance,52.0,
1283334,Structured Products Corp Corts TR III FOR Provident FIN TR I,Finance and Insurance,52.0,
1283337,Structured Products Corp Cred Enhance Corts TR FOR AON CAP A,Finance and Insurance,52.0,
1283434,American Express Receivables Financing Corp III LLC,Finance and Insurance,52.0,
1283435,American Express Receivables Financing Corp IV LLC,Finance and Insurance,52.0,
1283450,Structured Products Corp Tiers PRI PRO CER TR SE FFH 2001-12,Finance and Insurance,52.0,
1283451,Structured Products Corp Corts TR FOR Sunamerica Debentures,Finance and Insurance,52.0,
1283456,Structured Products Corp Corts TR FOR U S West Comm Debentur,Finance and Insurance,52.0,
1283463,Structured Products Corp Corts Trust FOR Ford Debentures,Finance and Insurance,52.0,
1283464,Structured Products Corp Corts TR FOR Peco Energy CAP TR III,Finance and Insurance,52.0,
1283552,Jackson Hewitt TAX Service Inc,Other Services (except Public Administration),81.0,JTX
1283582,First Clover Leaf Financial Corp.,Finance and Insurance,52.0,FCLF
1283596,Structured Prod Corp Tiers Corp Bnd-Bckd Cert SER MOT 1998-5,Finance and Insurance,52.0,
1283598,Structured Prod Tiers Corp Bond-Bckd Certs SER APA 1997-8,Finance and Insurance,52.0,
1283601,Structured Prod Corts TR II FOR Provident Financing Trust I,Finance and Insurance,52.0,
1283602,Structured Products Corts Trust FOR JC Penney Debentures,Finance and Insurance,52.0,
1283630,American Campus Communities Inc,Finance and Insurance,52.0,ACC
1283699,"T-Mobile US, Inc.",Information,51.0,TMUS
1283709,Thomas Properties Group Inc,Real Estate and Rental and Leasing,53.0,TPGI
1283810,Atlas America Series 25-2004 (A) L.P.,"Mining, Quarrying, and Oil and Gas Extraction",21.0,ATLS
1283843,"Emerald Oil, Inc.","Mining, Quarrying, and Oil and Gas Extraction",21.0,EOX
1284143,Lehman ABS Corp Goldman Sachs CAP 1 SEC Backed SER 2004-6,Finance and Insurance,52.0,
1284196,Madison AVE Holdings Inc,,,
1284450,"China Carbon Graphite Group, Inc.",Manufacturing,33.0,
1284452,"Mondial Ventures, Inc.","Mining, Quarrying, and Oil and Gas Extraction",21.0,MNVN
1284454,Environmental Control Corp.,Manufacturing,33.0,EVCC
1284506,Intermountain Community Bancorp,Finance and Insurance,52.0,IMCB
1284766,White Mountain Titanium Corp,"Mining, Quarrying, and Oil and Gas Extraction",21.0,
1284807,PLY GEM Holdings Inc,Manufacturing,32.0,PGEM
1284812,Cohen & Steers Inc,Finance and Insurance,52.0,CNS
1285043,Aventine Renewable Energy Holdings Inc,Manufacturing,32.0,AVRW
1285224,Wilshire Bancorp Inc,Finance and Insurance,52.0,WIBC
1285236,Nitro Petroleum Inc.,"Mining, Quarrying, and Oil and Gas Extraction",21.0,IGMC
1285480,Ridgewood Energy K Fund LLC,"Professional, Scientific, and Technical Services",54.0,
1285543,Strikeforce Technologies Inc.,Information,51.0,SKFT
1285550,"MRI Interventions, Inc.",Manufacturing,33.0,MRIC
1285701,"Mmrglobal, Inc.",Other Services (except Public Administration),81.0,MMRF
1285785,Mosaic CO,Manufacturing,32.0,MOS
1285819,Omeros Corp,Manufacturing,32.0,OMER
1285828,"Nowauto Group, Inc.",Retail Trade,44.0,NAUG
1286043,Kite Realty Group Trust,Finance and Insurance,52.0,KRG
1286131,Stonemor Partners LP,Other Services (except Public Administration),81.0,STON
1286181,U S Precious Metals Inc,"Mining, Quarrying, and Oil and Gas Extraction",21.0,USPR
1286189,Merrill Lynch Depositor Inc Pplus Trust Series Cmt-1,Finance and Insurance,52.0,
1286225,Realpage Inc,Information,51.0,RP
1286345,Hpil Holding,"Professional, Scientific, and Technical Services",54.0,TNTD
1286405,Strats SM Trust FOR U S Cell Corp SEC Series 2004 6,Finance and Insurance,52.0,
1286459,ALL FOR ONE Media Corp.,"Arts, Entertainment, and Recreation",71.0,
1286608,Structured Products Corp Tiers R Inflation Linked TR 2004-21,Finance and Insurance,52.0,
1286613,Lincoln Educational Services Corp,Educational Services,61.0,LINC
1286643,Merrill Lynch Depositor Inc Pplus Trust Series Gsc-1,Finance and Insurance,52.0,
1286681,Dominos Pizza Inc,Wholesale Trade,42.0,DPZ
1286865,MS Structured Saturns Series 2004-6,Finance and Insurance,52.0,
1286964,"Heron Lake Bioenergy, LLC",Manufacturing,32.0,
1287032,Prospect Capital Corp,,,PSEC
1287151,Xerium Technologies Inc,Manufacturing,31.0,XRM
1287213,"Douglas Dynamics, Inc",Manufacturing,33.0,PLOW
1287339,Structured Products Corp Corts Trust II Goldman Sachs CAP I,Finance and Insurance,52.0,
1287668,"China Cgame, Inc.","Professional, Scientific, and Technical Services",54.0,CAEI
1287701,Gramercy Property Trust Inc.,Finance and Insurance,52.0,GKK
1287750,Ares Capital Corp,,,ARCC
1287808,"Hill International, Inc.","Professional, Scientific, and Technical Services",54.0,HIL
1287865,Medical Properties Trust Inc,Finance and Insurance,52.0,MPW
1287900,"T-Rex Oil, Inc.","Mining, Quarrying, and Oil and Gas Extraction",21.0,
1288195,"Sancon Resources Recovery, Inc.",Administrative and Support and Waste Management and Remediation Services,56.0,SRRY
1288248,Norcraft Companies LP,Manufacturing,32.0,
1288359,Otelco Inc.,Information,51.0,OTT
1288403,W&T Offshore Inc,"Mining, Quarrying, and Oil and Gas Extraction",21.0,WTI
1288469,Maxlinear Inc,Manufacturing,33.0,MXL
1288496,"Edgewave, Inc.",Information,51.0,SBSW
1288741,Mccormick & Schmicks Seafood Restaurants Inc.,Accommodation and Food Services,72.0,MSSR
1288749,Corts(R) Trust III FOR Verizon Global Funding Notes,Finance and Insurance,52.0,
1288750,Timberline Resources Corp,"Mining, Quarrying, and Oil and Gas Extraction",21.0,TBLC
1288770,Xtra-Gold Resources Corp,"Mining, Quarrying, and Oil and Gas Extraction",21.0,
1288776,Google Inc.,Information,51.0,GOOG
1288847,"Five9, Inc.",Information,51.0,
1288855,"Optimumbank Holdings, Inc.",Finance and Insurance,52.0,OPHC
1288924,River Rock Entertainment Authority,"Arts, Entertainment, and Recreation",71.0,
1288971,Lehman ABS Corp Goldman Sachs CAP 1 SEC BCK SER 2004-7 Class A1,Finance and Insurance,52.0,
1289046,American Cordillera Mining Corp,"Mining, Quarrying, and Oil and Gas Extraction",21.0,AUAG
1289223,"Newport Gold, Inc.","Mining, Quarrying, and Oil and Gas Extraction",21.0,NWPG
1289231,"WII Components, Inc.",Manufacturing,32.0,
1289236,Biomed Realty Trust Inc,Finance and Insurance,52.0,BMR
1289237,"U. S. Premium Beef, LLC","Agriculture, Forestry, Fishing and Hunting",11.0,
1289272,Cole Credit Property Trust Inc,Finance and Insurance,52.0,
1289308,Enersys,Retail Trade,44.0,ENS
1289340,"Stereotaxis, Inc.",Manufacturing,33.0,STXS
1289419,"Morningstar, Inc.",Finance and Insurance,52.0,MORN
1289441,Rotoblock Corp,Manufacturing,33.0,ROTB
1289460,"Texas Roadhouse, Inc.",Accommodation and Food Services,72.0,TXRH
1289480,"Real MEX Restaurants, Inc.",Accommodation and Food Services,72.0,
1289490,Extra Space Storage Inc.,Finance and Insurance,52.0,EXR
1289496,"Cord Blood America, Inc.",Health Care and Social Assistance,62.0,CBAI
1289505,"QC Holdings, Inc.",Finance and Insurance,52.0,QCCO
1289550,"Xenonics Holdings, Inc.",Manufacturing,33.0,XNNC
1289592,"Tower Group International, Ltd.",Finance and Insurance,52.0,TWGP
1289636,Profire Energy Inc,Manufacturing,33.0,PFIE
1289701,"Mercantile Bancorp, Inc.",Finance and Insurance,52.0,MBR
1289728,"EPL Intermediate, Inc.",Accommodation and Food Services,72.0,
1289785,"Atlantic Broadband Finance, LLC",Information,51.0,
1289790,Macquarie Infrastructure Corp,Wholesale Trade,42.0,MIC
1289838,Cabco Series 2004-101 Trust (Goldman Sachs Capital I),Finance and Insurance,52.0,
1289848,Huron Consulting Group Inc.,"Professional, Scientific, and Technical Services",54.0,HURN
1289850,"Neurometrix, Inc.",Manufacturing,33.0,NURO
1289863,Smartpros Ltd.,Educational Services,61.0,PED
1289945,"Spok Holdings, Inc",Information,51.0,USMO
1290098,Synchrony Credit Card Master Note Trust,Finance and Insurance,52.0,
1290149,"Sierra Oncology, Inc.",Manufacturing,32.0,
1290200,Wells Fargo Dealer Floorplan Master Note Trust,Finance and Insurance,52.0,
1290205,"CDF Funding, Inc.",Finance and Insurance,52.0,
1290476,Village Bank & Trust Financial Corp.,Finance and Insurance,52.0,VBFC
1290504,"Cascade Energy, Inc.","Agriculture, Forestry, Fishing and Hunting",11.0,CSCE
1290505,"American Patriot Financial Group, Inc.",Finance and Insurance,52.0,
1290506,Ecolocap Solutions Inc.,Manufacturing,33.0,CYGI
1290658,"Gotham Capital Holdings, Inc.",Retail Trade,44.0,CBSJ
1290677,"Turning Point Brands, Inc.",Manufacturing,31.0,
1290900,"Commercial Vehicle Group, Inc.",Manufacturing,33.0,CVGI
1292026,Odimo Inc,Retail Trade,44.0,ODMO
1292055,Symmetry Medical Inc.,Manufacturing,33.0,SMA
1292087,"Lotus Pharmaceuticals, Inc.",Manufacturing,32.0,SEAA
1292426,GFI Group Inc.,Finance and Insurance,52.0,GFIG
1292518,Blackwater Midstream Corp.,Transportation and Warehousing,49.0,BWMS
1292519,Invivo Therapeutics Holdings Corp.,Manufacturing,33.0,NVIV
1292556,"Polypore International, Inc.",Manufacturing,32.0,PPO
1292653,"Inteliquent, Inc.",Information,51.0,IQNT
12927,Boeing CO,"Professional, Scientific, and Technical Services",54.0,BA
1292900,"Interline Brands, Inc./De",Wholesale Trade,42.0,IBI
1293211,"PSB Holdings, Inc.",Finance and Insurance,52.0,PSBH
1293234,Select Notes Trust LT 2004-1,Finance and Insurance,52.0,
1293282,Techtarget Inc,Other Services (except Public Administration),81.0,TTGT
1293283,"Roebling Financial Corp, Inc.",Finance and Insurance,52.0,ROEB
1293310,Kalobios Pharmaceuticals Inc,Manufacturing,32.0,KBIO
1293330,"NET Element, Inc.",Information,51.0,NETE
1293413,Naugatuck Valley Financial Corp,Finance and Insurance,52.0,NVSL
1293540,Strats SM Trust FOR IBM Corp SEC Series 2004-7,Finance and Insurance,52.0,
1293593,"Synutra International, Inc.",Manufacturing,31.0,VVIN
1293643,Strats SM Trust FOR Goldman Sachs Group SEC Series 2004-8,Finance and Insurance,52.0,
1293818,Opgen Inc,Health Care and Social Assistance,62.0,
1293971,"Bluebird Bio, Inc.",Manufacturing,32.0,BLUE
1294016,Ruckus Wireless Inc,Manufacturing,33.0,RKUS
1294133,Inogen Inc,Manufacturing,33.0,
1294154,"Lease Equity Appreciation Fund II, L.P.",Real Estate and Rental and Leasing,53.0,
1294157,"DR. Tattoff, Inc.",Health Care and Social Assistance,62.0,
1294208,Atlas America Series 25-2004 (B) L.P.,"Mining, Quarrying, and Oil and Gas Extraction",21.0,ATLS
1294250,"Rand Logistics, Inc.",Transportation and Warehousing,48.0,RLOG
1294476,Atlas America Public #14-2004 L.P.,"Mining, Quarrying, and Oil and Gas Extraction",21.0,ATLS
1294538,"Great Wolf Resorts, Inc.",Accommodation and Food Services,72.0,WOLF
1294608,Solo CUP CO,Manufacturing,33.0,
1294632,Iasis Healthcare LLC,Health Care and Social Assistance,62.0,
1294649,Walker Innovation Inc.,Real Estate and Rental and Leasing,53.0,PPRO
1294808,Pplus Trust Series Gsc-2,Finance and Insurance,52.0,
1294924,Invensense Inc,Manufacturing,33.0,INVN
1295079,"Shengtai Pharmaceutical, Inc.",Manufacturing,32.0,SGTI
1295401,"Bancorp, Inc.",Finance and Insurance,52.0,TBBK
1295456,"Secure Digital, Inc.",Information,51.0,
1295503,"Miscor Group, Ltd.",Other Services (except Public Administration),81.0,MCGL
1295560,Intreorg Systems Inc.,"Professional, Scientific, and Technical Services",54.0,IORG
1295664,Kearny Financial Corp.,Finance and Insurance,52.0,KRNY
1295714,Ridgewood Energy L Fund LLC,"Professional, Scientific, and Technical Services",54.0,
1295810,"Sunstone Hotel Investors, Inc.",Accommodation and Food Services,72.0,SHO
1295947,"Prestige Brands Holdings, Inc.",Manufacturing,32.0,PBH
1296205,Zagg Inc,Retail Trade,45.0,ZAGG
1296286,Longhai Steel Inc.,Manufacturing,33.0,ACTN
1296391,Tengion Inc,Manufacturing,32.0,TNGN
1296435,Neenah Paper Inc,Manufacturing,32.0,NP
1296445,"Ormat Technologies, Inc.",Utilities,22.0,ORA
1296884,"Lightstone Value Plus Real Estate Investment Trust, Inc.",Finance and Insurance,52.0,
1297024,Orsus Xelent Technologies Inc,Manufacturing,33.0,UNVF
1297067,"Copano Energy, L.L.C.",Transportation and Warehousing,48.0,CPNO
1297184,"Amphastar Pharmaceuticals, Inc.",Manufacturing,32.0,
1297203,HS3 Technologies Inc.,Other Services (except Public Administration),81.0,HSTH
1297210,Strats SM Trust FOR Jpmorgan Chase & CO SEC Series 2004-9,Finance and Insurance,52.0,
1297223,Handeni Gold Inc.,"Mining, Quarrying, and Oil and Gas Extraction",21.0,DLKM
1297336,Reachlocal Inc,"Professional, Scientific, and Technical Services",54.0,RLOC
1297341,Kentucky First Federal Bancorp,Finance and Insurance,52.0,KFFB
1297401,"Dreamworks Animation Skg, Inc.",Information,51.0,DWA
1297587,Gramercy Property Trust,Finance and Insurance,52.0,CSG
1297667,"Atel Capital Equipment Fund XI, LLC",Administrative and Support and Waste Management and Remediation Services,56.0,
1297704,OHA Investment Corp,,,NGPC
1297720,James River Coal CO,"Mining, Quarrying, and Oil and Gas Extraction",21.0,JRCC
1297735,American Casino & Entertainment Properties LLC,Accommodation and Food Services,72.0,
12978,Officemax Inc,Wholesale Trade,42.0,OMX
1297915,Pplus Trust Series Jpm-1,Finance and Insurance,52.0,
1297937,"Parks America, Inc","Arts, Entertainment, and Recreation",71.0,PRKA
1297965,"Inolife Technologies, Inc.","Professional, Scientific, and Technical Services",54.0,
1297989,"Exlservice Holdings, Inc.",Other Services (except Public Administration),81.0,EXLS
1297996,"Digital Realty Trust, Inc.",Finance and Insurance,52.0,DLR
1298095,"Infusion Brands International, Inc.",Manufacturing,32.0,
1298195,China SUN Group High-Tech CO,Manufacturing,32.0,CRFU
1298341,Nalco Holding CO,Manufacturing,32.0,NLC
1298675,Cubesmart,Finance and Insurance,52.0,CUBE
1298824,Petrohunter Energy Corp,"Mining, Quarrying, and Oil and Gas Extraction",21.0,DECS
1298946,Diamondrock Hospitality CO,Finance and Insurance,52.0,DRH
1298978,"Market Leader, Inc.","Professional, Scientific, and Technical Services",54.0,SOLD
1299033,"Calamos Asset Management, Inc. /DE/",Finance and Insurance,52.0,CLMS
1299109,"Peninsula Gaming, LLC","Arts, Entertainment, and Recreation",71.0,
1299130,"Pacific Biosciences OF California, Inc.",Manufacturing,33.0,PACB
1299139,Tearlab Corp,Manufacturing,33.0,TEAR
1299688,"Optionsxpress Holdings, Inc.",Finance and Insurance,52.0,OXPS
1299704,"Advance America, Cash Advance Centers, Inc.",Finance and Insurance,52.0,AEA
1299709,"Bofi Holding, Inc.",Finance and Insurance,52.0,BOFI
1299864,"Lyfe Communications, Inc.",Information,51.0,LYFE
1299901,"Trade Street Residential, Inc.",Finance and Insurance,52.0,TSRE
1299966,"Black Raven Energy, Inc.","Professional, Scientific, and Technical Services",54.0,PRB
1299967,"Mediashift, Inc.","Professional, Scientific, and Technical Services",54.0,MSHF
1299969,"Comstock Holding Companies, Inc.",Construction,23.0,CHCI
1300485,"Cubesmart, L.P.",Finance and Insurance,52.0,
1300492,Pplus Trust Series Lmg-3,Finance and Insurance,52.0,
1300514,LAS Vegas Sands Corp,Accommodation and Food Services,72.0,LVS
1300524,American International Holdings Corp.,Construction,23.0,UCCD
1300662,Proguard Acquisition Corp,Retail Trade,45.0,PGRD
1300734,"Shineco, Inc.","Agriculture, Forestry, Fishing and Hunting",11.0,
1300867,ON4 Communications Inc.,Information,51.0,ONCI
1300938,"Abco Energy, Inc.",Construction,23.0,
1301031,Demandware Inc,"Professional, Scientific, and Technical Services",54.0,DWRE
1301063,"Alpha Natural Resources, Inc.","Mining, Quarrying, and Oil and Gas Extraction",21.0,FCL
1301075,Conexus Cattle Corp.,Other Services (except Public Administration),81.0,BRZG
1301081,Pharmasset Inc,Manufacturing,32.0,VRUS
1301106,National Interstate Corp,Finance and Insurance,52.0,NATL
1301206,"Ecotality, Inc.",Manufacturing,33.0,ETLE
1301236,Sotherly Hotels Inc.,Finance and Insurance,52.0,MDH
1301299,Siberian Energy Group Inc.,"Mining, Quarrying, and Oil and Gas Extraction",21.0,SIBN
1301367,IDO Security Inc.,Manufacturing,33.0,IDOI
1301501,Achaogen Inc,Manufacturing,32.0,
1301611,"Lifepoint Health, Inc.",Health Care and Social Assistance,62.0,LPNT
1301704,Go-Page Corp,Information,51.0,
1301712,Ironclad Performance Wear Corp,Wholesale Trade,42.0,ICPW
1301787,Bluelinx Holdings Inc.,Retail Trade,44.0,BXC
1301838,"Premier Product Group, Inc.","Mining, Quarrying, and Oil and Gas Extraction",21.0,VHMC
1301839,Tintic Gold Mining CO,"Mining, Quarrying, and Oil and Gas Extraction",21.0,TMGG
1301843,Quantum Solar Power Corp.,Information,51.0,QSPW
1301874,"Heavy Earth Resources, Inc.","Mining, Quarrying, and Oil and Gas Extraction",21.0,SWGP
